encounter_datetime,park_area_id,park_division,encounter_type,simplified_encounter_type,sd_patronscomplied,sd_patronsnocomply,sd_amenity,closed_amenity,closed_patroncount,closed_approach,closed_outcome,park_borough
06/08/2020 02:00:00 PM,Q099,Recreation,Patrons in an area closed to the public,Patrons in Closed Area,,,,Skate Park,6.0,No,No,Queens
06/08/2020 01:30:00 PM,Q099-01,Recreation,No encounter,No Encounter,,,,,,,,Queens
06/08/2020 11:30:00 AM,Q425-01,Recreation,No encounter,No Encounter,,,,,,,,Queens
06/08/2020 11:20:00 AM,Q319,Recreation,No encounter,No Encounter,,,,,,,,Queens
06/08/2020 11:10:00 AM,Q377,Recreation,No encounter,No Encounter,,,,,,,,Queens
06/08/2020 11:00:00 AM,Q357B01,Recreation,No encounter,No Encounter,,,,,,,,Queens
06/08/2020 10:45:00 AM,Q357B,Recreation,No encounter,No Encounter,,,,,,,,Queens
06/08/2020 01:33:00 PM,Q051,Recreation,Social Distancing (groups of 3 or more),Social Distancing,27,14,Bench/sitting area,,,,,Queens
06/08/2020 10:00:00 AM,Q005-06,Recreation,Social Distancing (groups of 3 or more),Social Distancing,16,8,Open field/multi-purpose play area,,,,,Queens
06/08/2020 11:00:00 AM,X092,Recreation,Social Distancing (groups of 3 or more),Social Distancing,60,0,Bench/sitting area,,,,,Bronx
06/08/2020 01:45:00 PM,M011,Recreation,Patrons in an area closed to the public,Patrons in Closed Area,,,,Adult fitness equipment,4.0,Yes,Yes,Manhattan
06/08/2020 01:00:00 AM,X033,Recreation,No encounter,No Encounter,,,,,,,,Bronx
06/08/2020 12:30:00 PM,X092,Recreation,No encounter,No Encounter,,,,,,,,Bronx
06/08/2020 12:35:00 PM,Q048,Recreation,No encounter,No Encounter,,,,,,,,Queens
06/08/2020 12:50:00 PM,Q401,Recreation,Social Distancing (groups of 3 or more),Social Distancing,6,6,Bench/sitting area,,,,,Queens
06/08/2020 11:40:00 AM,Q401,Recreation,No encounter,No Encounter,,,,,,,,Queens
06/08/2020 10:35:00 AM,Q401,Recreation,No encounter,No Encounter,,,,,,,,Queens
05/08/2020 10:30:00 AM,X045,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,45,Bench/sitting area,,,,,Bronx
06/08/2020 12:40:00 PM,Q444,Recreation,No encounter,No Encounter,,,,,,,,Queens
06/08/2020 12:45:00 PM,Q395,Recreation,No encounter,No Encounter,,,,,,,,Queens
06/08/2020 12:30:00 PM,Q218,Recreation,Social Distancing (groups of 3 or more),Social Distancing,6,0,Open field/multi-purpose play area,,,,,Queens
06/08/2020 10:49:00 AM,Q444,Recreation,No encounter,No Encounter,,,,,,,,Queens
06/08/2020 10:30:00 AM,Q014,Recreation,No encounter,No Encounter,,,,,,,,Queens
06/08/2020 11:00:00 AM,X307,Recreation,No encounter,No Encounter,,,,,,,,Bronx
06/08/2020 12:20:00 PM,X045-01,Recreation,Patrons in an area closed to the public,Patrons in Closed Area,,,,Adult fitness equipment,39.0,No,No,Bronx
06/08/2020 12:00:00 PM,X045-03,Recreation,Patrons in an area closed to the public,Patrons in Closed Area,,,,Playground,20.0,No,No,Bronx
06/08/2020 12:00:00 PM,X104,Recreation,Social Distancing (groups of 3 or more),Social Distancing,10,0,Open field/multi-purpose play area,,,,,Bronx
06/08/2020 10:30:00 AM,X104,Recreation,Social Distancing (groups of 3 or more),Social Distancing,8,0,Open field/multi-purpose play area,,,,,Bronx
06/08/2020 08:45:00 AM,Q401,Recreation,No encounter,No Encounter,,,,,,,,Queens
06/07/2020 11:52:00 AM,Q099,Recreation,Social Distancing (groups of 3 or more),Social Distancing,26,6,Soccer field,,,,,Queens
06/08/2020 12:10:00 AM,Q014,Recreation,No encounter,No Encounter,,,,,,,,Queens
06/07/2020 11:31:00 AM,Q099,Recreation,Social Distancing (groups of 3 or more),Social Distancing,5,6,Open field/multi-purpose play area,,,,,Queens
06/08/2020 09:00:00 AM,X104,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,8,Soccer field,,,,,Bronx
06/07/2020 11:23:00 AM,Q099,Recreation,Social Distancing (groups of 3 or more),Social Distancing,6,0,Open field/multi-purpose play area,,,,,Queens
06/07/2020 11:11:00 AM,Q099,Recreation,Social Distancing (groups of 3 or more),Social Distancing,10,0,Parking Lot,,,,,Queens
06/08/2020 11:00:00 AM,M014,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
06/08/2020 08:35:00 AM,M171,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
06/08/2020 08:40:00 AM,M132,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
06/08/2020 08:25:00 AM,M019,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
06/08/2020 08:20:00 AM,M206,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
06/08/2020 08:15:00 AM,M194,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
06/08/2020 10:00:00 AM,Q005-06,Recreation,Social Distancing (groups of 3 or more),Social Distancing,16,8,Open field/multi-purpose play area,,,,,Queens
06/07/2020 11:06:00 AM,Q099,Recreation,Social Distancing (groups of 3 or more),Social Distancing,13,0,Open field/multi-purpose play area,,,,,Queens
06/07/2020 10:59:00 AM,Q099,Recreation,Social Distancing (groups of 3 or more),Social Distancing,8,4,Open field/multi-purpose play area,,,,,Queens
06/07/2020 10:56:00 AM,Q099,Recreation,Social Distancing (groups of 3 or more),Social Distancing,27,0,Open field/multi-purpose play area,,,,,Queens
06/07/2020 10:50:00 AM,Q099,Recreation,Patrons in an area closed to the public,Patrons in Closed Area,,,,Skate Park,3.0,Yes,No,Queens
06/08/2020 11:37:00 AM,R046-07,Recreation,No encounter,No Encounter,,,,,,,,Staten Island
06/08/2020 11:30:00 AM,R046,Recreation,No encounter,No Encounter,,,,,,,,Staten Island
06/08/2020 11:14:00 AM,R147,Recreation,No encounter,No Encounter,,,,,,,,Staten Island
06/08/2020 10:58:00 AM,R046-01,Recreation,No encounter,No Encounter,,,,,,,,Staten Island
06/07/2020 10:41:00 AM,Q099,Recreation,Social Distancing (groups of 3 or more),Social Distancing,28,0,Soccer field,,,,,Queens
06/08/2020 10:37:00 AM,R046-05,Recreation,No encounter,No Encounter,,,,,,,,Staten Island
06/08/2020 10:04:00 AM,R046-06,Recreation,Social Distancing (groups of 3 or more),Social Distancing,6,0,Walking path,,,,,Staten Island
06/08/2020 09:47:00 AM,R046-07,Recreation,No encounter,No Encounter,,,,,,,,Staten Island
06/07/2020 10:36:00 AM,Q099,Recreation,Social Distancing (groups of 3 or more),Social Distancing,22,0,Soccer field,,,,,Queens
06/08/2020 09:30:00 AM,R046,Recreation,No encounter,No Encounter,,,,,,,,Staten Island
06/08/2020 10:45:00 AM,M022,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
06/02/2020 10:45:00 AM,M010,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
06/07/2020 10:33:00 AM,Q099,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,8,Soccer field,,,,,Queens
06/07/2020 10:32:00 AM,Q099,Recreation,Social Distancing (groups of 3 or more),Social Distancing,26,0,Soccer field,,,,,Queens
06/07/2020 10:29:00 AM,Q099,Recreation,Social Distancing (groups of 3 or more),Social Distancing,9,0,Soccer field,,,,,Queens
06/08/2020 11:00:00 AM,X040,Recreation,No encounter,No Encounter,,,,,,,,Bronx
06/07/2020 10:26:00 AM,Q099,Recreation,Social Distancing (groups of 3 or more),Social Distancing,7,0,Open field/multi-purpose play area,,,,,Queens
06/08/2020 11:30:00 AM,M010,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
06/07/2020 10:18:00 AM,Q099,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,34,Soccer field,,,,,Queens
06/08/2020 10:50:00 AM,Q102,Recreation,No encounter,No Encounter,,,,,,,,Queens
06/08/2020 11:00:00 AM,Q104,Recreation,No encounter,No Encounter,,,,,,,,Queens
06/08/2020 10:00:00 AM,Q448,Recreation,Social Distancing (groups of 3 or more),Social Distancing,8,1,Track/field area,,,,,Queens
06/07/2020 08:37:00 AM,Q099,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,22,Soccer field,,,,,Queens
06/08/2020 10:25:00 AM,Q048,Recreation,No encounter,No Encounter,,,,,,,,Queens
06/07/2020 08:24:00 AM,Q099,Recreation,Social Distancing (groups of 3 or more),Social Distancing,2,12,Soccer field,,,,,Queens
06/07/2020 08:22:00 AM,Q099,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,12,Soccer field,,,,,Queens
06/07/2020 08:18:00 AM,Q099,Recreation,No encounter,No Encounter,,,,,,,,Queens
06/08/2020 10:09:00 AM,M011,Recreation,Patrons in an area closed to the public,Patrons in Closed Area,,,,Adult fitness equipment,1.0,Yes,Yes,Manhattan
06/08/2020 10:00:00 AM,B245,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,0,Open field/multi-purpose play area,,,,,Brooklyn
06/08/2020 09:30:00 AM,X180,Recreation,No encounter,No Encounter,,,,,,,,Bronx
06/08/2020 08:45:00 AM,X002-08,Recreation,No encounter,No Encounter,,,,,,,,Bronx
06/08/2020 09:00:00 AM,X104,Recreation,Social Distancing (groups of 3 or more),Social Distancing,5,0,Open field/multi-purpose play area,,,,,Bronx
06/08/2020 09:18:00 AM,M047-01,Recreation,Patrons in an area closed to the public,Patrons in Closed Area,,,,Adult fitness equipment,39.0,Yes,No,Manhattan
06/07/2020 02:45:00 PM,Q102-03,Recreation,Social Distancing (groups of 3 or more),Social Distancing,50,10,Open field/multi-purpose play area,,,,,Queens
06/06/2020 03:30:00 PM,M071,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
06/07/2020 06:00:00 PM,R046,Parks Ambassador,Social Distancing (groups of 3 or more),Social Distancing,9,0,Soccer field,,,,,Staten Island
06/07/2020 10:00:00 AM,R046,Parks Ambassador,Social Distancing (groups of 3 or more),Social Distancing,5,0,Bench/sitting area,,,,,Staten Island
06/07/2020 04:00:00 PM,Q099,Recreation,No encounter,No Encounter,,,,,,,,Queens
06/07/2020 04:00:00 PM,Q448,Recreation,Social Distancing (groups of 3 or more),Social Distancing,3,2,Bench/sitting area,,,,,Queens
06/07/2020 03:30:00 PM,Q099,Recreation,Social Distancing (groups of 3 or more),Social Distancing,1,0,Walking path,,,,,Queens
06/07/2020 12:20:00 PM,X045,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,0,Open field/multi-purpose play area,,,,,Bronx
06/07/2020 09:25:00 AM,X045,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,0,Open field/multi-purpose play area,,,,,Bronx
06/07/2020 04:56:00 AM,R046-01,Recreation,No encounter,No Encounter,,,,,,,,Staten Island
06/07/2020 04:10:00 PM,R046-01,Recreation,No encounter,No Encounter,,,,,,,,Staten Island
06/07/2020 03:56:00 PM,R046-05,Recreation,Social Distancing (groups of 3 or more),Social Distancing,6,0,Walking path,,,,,Staten Island
06/07/2020 03:27:00 PM,R046-07,Recreation,Social Distancing (groups of 3 or more),Social Distancing,6,0,Parking Lot,,,,,Staten Island
06/07/2020 03:05:00 PM,R046,Recreation,Social Distancing (groups of 3 or more),Social Distancing,5,0,Walking path,,,,,Staten Island
06/07/2020 02:30:00 PM,R147,Recreation,No encounter,No Encounter,,,,,,,,Staten Island
06/07/2020 03:15:00 PM,B035,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
06/07/2020 01:30:00 PM,B035,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
06/07/2020 11:30:00 AM,B035,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
06/07/2020 09:20:00 AM,B035,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
06/06/2020 01:30:00 PM,B035,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
06/07/2020 03:30:00 PM,Q401,Recreation,Social Distancing (groups of 3 or more),Social Distancing,10,0,Bench/sitting area,,,,,Queens
06/07/2020 01:30:00 PM,Q448,Recreation,Social Distancing (groups of 3 or more),Social Distancing,3,5,Bench/sitting area,,,,,Queens
06/07/2020 03:49:00 PM,Q015,Recreation,Social Distancing (groups of 3 or more),Social Distancing,116,0,Walking path,,,,,Queens
06/04/2020 04:15:00 AM,Q099,Recreation,Social Distancing (groups of 3 or more),Social Distancing,6,0,Open field/multi-purpose play area,,,,,Queens
06/07/2020 02:45:00 PM,X045,Recreation,Social Distancing (groups of 3 or more),Social Distancing,347,70,Open field/multi-purpose play area,,,,,Bronx
06/07/2020 02:45:00 PM,Q102-03,Recreation,Social Distancing (groups of 3 or more),Social Distancing,50,10,Open field/multi-purpose play area,,,,,Queens
06/07/2020 02:15:00 PM,X092,Recreation,Social Distancing (groups of 3 or more),Social Distancing,130,0,Open field/multi-purpose play area,,,,,Bronx
06/07/2020 02:10:00 PM,Q304,Recreation,Patrons in an area closed to the public,Patrons in Closed Area,,,,Playground,4.0,Yes,Yes,Queens
06/07/2020 01:30:00 PM,X092,Recreation,Social Distancing (groups of 3 or more),Social Distancing,86,12,Bench/sitting area,,,,,Bronx
06/07/2020 01:45:00 PM,Q377,Recreation,Patrons in an area closed to the public,Patrons in Closed Area,,,,Playground,10.0,Yes,No,Queens
06/07/2020 10:00:00 AM,Q024-05,Recreation,No encounter,No Encounter,,,,,,,,Queens
06/07/2020 03:05:00 PM,M045,Recreation,Patrons in an area closed to the public,Patrons in Closed Area,,,,Tennis courts,4.0,Yes,No,Manhattan
06/07/2020 03:00:00 PM,M045,Recreation,Patrons in an area closed to the public,Patrons in Closed Area,,,,Handball court,7.0,Yes,No,Manhattan
06/07/2020 02:58:00 PM,M045,Recreation,Patrons in an area closed to the public,Patrons in Closed Area,,,,Playground,8.0,Yes,No,Manhattan
06/07/2020 02:00:00 PM,M108R,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,30,Bench/sitting area,,,,,Manhattan
06/07/2020 02:00:00 PM,M108R,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,30,Bench/sitting area,,,,,Manhattan
06/07/2020 12:00:00 PM,Q024,Recreation,Social Distancing (groups of 3 or more),Social Distancing,5,0,Walking path,,,,,Queens
06/07/2020 11:00:00 AM,B077,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
06/07/2020 10:05:00 AM,Q024,Recreation,Social Distancing (groups of 3 or more),Social Distancing,6,0,Baseball field,,,,,Queens
06/07/2020 09:30:00 AM,Q024,Recreation,Social Distancing (groups of 3 or more),Social Distancing,4,0,Walking path,,,,,Queens
06/07/2020 01:15:00 PM,Q099,Recreation,Social Distancing (groups of 3 or more),Social Distancing,5,0,Walking path,,,,,Queens
06/07/2020 01:19:00 PM,M108P,Recreation,Social Distancing (groups of 3 or more),Social Distancing,1,2,Bench/sitting area,,,,,Manhattan
06/07/2020 01:15:00 PM,B245,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
06/07/2020 12:15:00 PM,Q425-01,Recreation,No encounter,No Encounter,,,,,,,,Queens
06/07/2020 12:00:00 PM,Q319,Recreation,No encounter,No Encounter,,,,,,,,Queens
06/07/2020 11:45:00 AM,Q377,Recreation,Patrons in an area closed to the public,Patrons in Closed Area,,,,Playground,5.0,Yes,Yes,Queens
06/07/2020 11:30:00 AM,Q357B01,Recreation,No encounter,No Encounter,,,,,,,,Queens
06/07/2020 11:10:00 AM,Q357B,Recreation,No encounter,No Encounter,,,,,,,,Queens
06/07/2020 10:00:00 AM,Q005,Recreation,Social Distancing (groups of 3 or more),Social Distancing,4,2,Bench/sitting area,,,,,Queens
06/07/2020 11:57:00 AM,R046-01,Recreation,No encounter,No Encounter,,,,,,,,Staten Island
06/07/2020 11:47:00 AM,R046-01,Recreation,Social Distancing (groups of 3 or more),Social Distancing,5,0,Parking Lot,,,,,Staten Island
06/07/2020 11:24:00 AM,R147,Recreation,Social Distancing (groups of 3 or more),Social Distancing,5,0,Walking path,,,,,Staten Island
06/07/2020 10:46:00 AM,R046-05,Recreation,Social Distancing (groups of 3 or more),Social Distancing,6,0,Bench/sitting area,,,,,Staten Island
06/07/2020 10:11:00 AM,R046-06,Recreation,Social Distancing (groups of 3 or more),Social Distancing,7,0,Bench/sitting area,,,,,Staten Island
06/07/2020 09:46:00 AM,R046-07,Recreation,Social Distancing (groups of 3 or more),Social Distancing,7,0,Walking path,,,,,Staten Island
06/07/2020 09:30:00 AM,R046,Recreation,Social Distancing (groups of 3 or more),Social Distancing,7,0,Parking Lot,,,,,Staten Island
06/06/2020 11:35:00 AM,Q401,Recreation,No encounter,No Encounter,,,,,,,,Queens
06/07/2020 11:00:00 AM,Q102,Recreation,Social Distancing (groups of 3 or more),Social Distancing,32,17,Open field/multi-purpose play area,,,,,Queens
06/07/2020 11:32:00 AM,Q015,Recreation,Social Distancing (groups of 3 or more),Social Distancing,120,0,Walking path,,,,,Queens
06/07/2020 10:40:00 AM,M077,Recreation,Social Distancing (groups of 3 or more),Social Distancing,175,20,Bench/sitting area,,,,,Manhattan
06/07/2020 10:00:00 AM,M160,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
06/07/2020 09:30:00 AM,M217,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
06/07/2020 10:48:00 AM,M203D,Recreation,Patrons in an area closed to the public,Patrons in Closed Area,,,,Playground,1.0,Yes,No,Manhattan
06/07/2020 11:30:00 AM,M022,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
06/07/2020 10:00:00 AM,B245,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
06/07/2020 09:30:00 AM,X002,Recreation,Social Distancing (groups of 3 or more),Social Distancing,14,0,Bench/sitting area,,,,,Bronx
06/07/2020 10:05:00 AM,M073,Recreation,Patrons in an area closed to the public,Patrons in Closed Area,,,,Playground,6.0,Yes,No,Manhattan
06/07/2020 09:25:00 AM,M047-01,Recreation,Social Distancing (groups of 3 or more),Social Distancing,5,20,Track/field area,,,,,Manhattan
06/06/2020 03:00:00 PM,R046-05,Recreation,No encounter,No Encounter,,,,,,,,Staten Island
06/06/2020 02:30:00 PM,R046-07,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,0,Soccer field,,,,,Staten Island
06/06/2020 12:00:00 PM,R046,Recreation,Social Distancing (groups of 3 or more),Social Distancing,4,0,Walking path,,,,,Staten Island
06/06/2020 05:25:00 PM,R038A,Recreation,Social Distancing (groups of 3 or more),Social Distancing,20,2,Soccer field,,,,,Staten Island
06/06/2020 02:15:00 PM,Q102-03,Recreation,Social Distancing (groups of 3 or more),Social Distancing,45,6,Open field/multi-purpose play area,,,,,Queens
06/06/2020 01:00:00 PM,R038A,Aquatics,Social Distancing (groups of 3 or more),Social Distancing,50,0,Bench/sitting area,,,,,Staten Island
06/06/2020 09:30:00 AM,R038A,Aquatics,Social Distancing (groups of 3 or more),Social Distancing,40,0,Bench/sitting area,,,,,Staten Island
06/06/2020 11:30:00 AM,M071,Recreation,Social Distancing (groups of 3 or more),Social Distancing,57,0,Walking path,,,,,Manhattan
06/06/2020 11:30:00 AM,M071,Recreation,Social Distancing (groups of 3 or more),Social Distancing,57,0,Walking path,,,,,Manhattan
06/06/2020 12:35:00 PM,X045,Recreation,Social Distancing (groups of 3 or more),Social Distancing,171,32,Soccer field,,,,,Bronx
06/06/2020 10:30:00 AM,M056,Recreation,Social Distancing (groups of 3 or more),Social Distancing,120,40,Open field/multi-purpose play area,,,,,Manhattan
06/06/2020 03:30:00 PM,M022,Recreation,Social Distancing (groups of 3 or more),Social Distancing,20,5,Soccer field,,,,,Manhattan
06/06/2020 03:00:00 PM,M010,Recreation,Social Distancing (groups of 3 or more),Social Distancing,85,17,Baseball field,,,,,Manhattan
06/03/2020 06:00:00 PM,R015,Recreation,Patrons in an area closed to the public,Patrons in Closed Area,,,,Tennis courts,4.0,Yes,No,Staten Island
06/06/2020 03:30:00 PM,M071,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
06/06/2020 03:00:00 PM,M056-03,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
06/06/2020 03:22:00 PM,M171,Aquatics,Patrons in an area closed to the public,Patrons in Closed Area,,,,Skate Park,17.0,Yes,Yes,Manhattan
06/06/2020 03:22:00 PM,M171,Aquatics,Patrons in an area closed to the public,Patrons in Closed Area,,,,Skate Park,17.0,Yes,Yes,Manhattan
06/06/2020 02:20:00 PM,Q102,Recreation,Social Distancing (groups of 3 or more),Social Distancing,8,0,Open field/multi-purpose play area,,,,,Queens
06/06/2020 03:22:00 PM,M171,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
06/06/2020 03:22:00 PM,M171,Citywideaquatics,No encounter,No Encounter,,,,,,,,Manhattan
06/06/2020 03:03:00 PM,M206,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
06/06/2020 03:03:00 PM,M206,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
06/06/2020 03:03:00 PM,M206,Citywideaquatics,No encounter,No Encounter,,,,,,,,Manhattan
06/06/2020 03:03:00 PM,M206,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
06/06/2020 03:00:00 PM,X045-01,Recreation,Social Distancing (groups of 3 or more),Social Distancing,0,0,Walking path,,,,,Bronx
06/06/2020 02:30:00 PM,B245,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
